form,class,deixis,tam
gə̀-bɔl-ì,g,itive,dependent
g-à-bɔl-ì,g,itive,perfective
g-á-bɔl-à,g,itive,imperfective
g-á-bɔl-ú,g,ventive,imperfective
t̪ə̀-bɔl-à,t̪,ventive,dependent
t̪ə̀-bɔl-ú,t̪,ventive,perfective
t̪ə̀-bɔl-ì,t̪,itive,dependent
t̪-à-bɔl-ì,t̪,itive,perfective
t̪-á-bɔl-à,t̪,itive,imperfective
t̪-á-bɔl-ú,t̪,ventive,imperfective
ðiɲ-ɔ́,unmarked,ventive,imperative
ðiɲ-í,unmarked,itive,imperative
rə̀-ðiɲ-ɔ̀,r,ventive,dependent
rə̀-ðiɲ-ì,r,itive,dependent
rə̀-ðiɲ-í,r,ventive,perfective
r-à-ðiɲ-ì,r,itive,perfective
r-á-ðiɲ-ɔ̀,r,itive,imperfective
r-á-ðiɲ-í,r,ventive,imperfective
lə̀-ðiɲ-ɔ̀,l,ventive,dependent
lə̀-ðiɲ-ì,l,itive,dependent
lə̀-ðiɲ-í,l,ventive,perfective
l-à-ðiɲ-ì,l,itive,perfective
l-á-ðiɲ-ɔ̀,l,itive,imperfective
l-á-ðiɲ-í,l,ventive,imperfective
ŋə̀-ðiɲ-ɔ̀,ŋ,ventive,dependent
ŋə̀-ðiɲ-ì,ŋ,itive,dependent
ŋə̀-ðiɲ-í,ŋ,ventive,perfective
ŋ-à-ðiɲ-ì,ŋ,itive,perfective
ŋ-á-ðiɲ-ɔ̀,ŋ,itive,imperfective
ŋ-á-ðiɲ-í,ŋ,ventive,imperfective
ɲə̀-ðiɲ-ɔ̀,ɲ,ventive,dependent
ɲə̀-ðiɲ-ì,ɲ,itive,dependent
ɲə̀-ðiɲ-í,ɲ,ventive,perfective
ɲ-à-ðiɲ-ì,ɲ,itive,perfective
ɲ-á-ðiɲ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ðiɲ-í,ɲ,ventive,imperfective
nə̀-ðiɲ-ɔ̀,n,ventive,dependent
nə̀-ðiɲ-ì,n,itive,dependent
nə̀-ðiɲ-í,n,ventive,perfective
n-à-ðiɲ-ì,n,itive,perfective
n-á-ðiɲ-ɔ̀,n,itive,imperfective
n-á-ðiɲ-í,n,ventive,imperfective
jə̀-ðiɲ-ɔ̀,j,ventive,dependent
jə̀-ðiɲ-ì,j,itive,dependent
jə̀-ðiɲ-í,j,ventive,perfective
j-à-ðiɲ-ì,j,itive,perfective
j-á-ðiɲ-ɔ̀,j,itive,imperfective
j-á-ðiɲ-í,j,ventive,imperfective
ðə̀-ðiɲ-ɔ̀,ð,ventive,dependent
ðə̀-ðiɲ-ì,ð,itive,dependent
ðə̀-ðiɲ-í,ð,ventive,perfective
ðə́-ðiɲ-ɔ́,ð,unmarked,infinitive
ð-à-ðiɲ-ì,ð,itive,perfective
ð-á-ðiɲ-ɔ̀,ð,itive,imperfective
ð-á-ðiɲ-í,ð,ventive,imperfective
gə̀-ðiɲ-ɔ̀,g,ventive,dependent
gə̀-ðiɲ-ì,g,itive,dependent
gə̀-ðiɲ-í,g,ventive,perfective
g-à-ðiɲ-ì,g,itive,perfective
g-á-ðiɲ-ɔ̀,g,itive,imperfective
g-á-ðiɲ-í,g,ventive,imperfective
t̪ə̀-ðiɲ-ɔ̀,t̪,ventive,dependent
t̪ə̀-ðiɲ-ì,t̪,itive,dependent
t̪ə̀-ðiɲ-í,t̪,ventive,perfective
t̪-à-ðiɲ-ì,t̪,itive,perfective
t̪-á-ðiɲ-ɔ̀,t̪,itive,imperfective
t̪-á-ðiɲ-í,t̪,ventive,imperfective
ðiɲ-ɔ́,unmarked,itive,imperative
ðiɲ-ɔ́,unmarked,ventive,imperative
rə̀-ðiɲ-ɔ̀,r,ventive,dependent
rə̀-ðiɲ-ɔ́,r,ventive,perfective
rə̀-ðiɲ-ɛ̀,r,itive,dependent
r-à-ðiɲ-ɛ̀,r,itive,perfective
r-á-ðiɲ-ɔ̀,r,itive,imperfective
r-á-ðiɲ-ɔ́,r,ventive,imperfective
lə̀-ðiɲ-ɔ̀,l,ventive,dependent
lə̀-ðiɲ-ɔ́,l,ventive,perfective
lə̀-ðiɲ-ɛ̀,l,itive,dependent
l-à-ðiɲ-ɛ̀,l,itive,perfective
l-á-ðiɲ-ɔ̀,l,itive,imperfective
l-á-ðiɲ-ɔ́,l,ventive,imperfective
ŋə̀-ðiɲ-ɔ̀,ŋ,ventive,dependent
ŋə̀-ðiɲ-ɔ́,ŋ,ventive,perfective
ŋə̀-ðiɲ-ɛ̀,ŋ,itive,dependent
ŋ-à-ðiɲ-ɛ̀,ŋ,itive,perfective
ŋ-á-ðiɲ-ɔ̀,ŋ,itive,imperfective
ŋ-á-ðiɲ-ɔ́,ŋ,ventive,imperfective
ɲə̀-ðiɲ-ɔ̀,ɲ,ventive,dependent
ɲə̀-ðiɲ-ɔ́,ɲ,ventive,perfective
ɲə̀-ðiɲ-ɛ̀,ɲ,itive,dependent
ɲ-à-ðiɲ-ɛ̀,ɲ,itive,perfective
ɲ-á-ðiɲ-ɔ̀,ɲ,itive,imperfective
ɲ-á-ðiɲ-ɔ́,ɲ,ventive,imperfective
nə̀-ðiɲ-ɔ̀,n,ventive,dependent
nə̀-ðiɲ-ɔ́,n,ventive,perfective
nə̀-ðiɲ-ɛ̀,n,itive,dependent
n-à-ðiɲ-ɛ̀,n,itive,perfective
n-á-ðiɲ-ɔ̀,n,itive,imperfective
n-á-ðiɲ-ɔ́,n,ventive,imperfective
jə̀-ðiɲ-ɔ̀,j,ventive,dependent
jə̀-ðiɲ-ɔ́,j,ventive,perfective
jə̀-ðiɲ-ɛ̀,j,itive,dependent
j-à-ðiɲ-ɛ̀,j,itive,perfective
j-á-ðiɲ-ɔ̀,j,itive,imperfective
j-á-ðiɲ-ɔ́,j,ventive,imperfective
ðə̀-ðiɲ-ɔ̀,ð,ventive,dependent
ðə̀-ðiɲ-ɔ́,ð,ventive,perfective
ðə̀-ðiɲ-ɛ̀,ð,itive,dependent
ðə́-ðiɲ-ɔ́,ð,unmarked,infinitive
ð-à-ðiɲ-ɛ̀,ð,itive,perfective
ð-á-ðiɲ-ɔ̀,ð,itive,imperfective
ð-á-ðiɲ-ɔ́,ð,ventive,imperfective
gə̀-ðiɲ-ɔ̀,g,ventive,dependent
gə̀-ðiɲ-ɔ́,g,ventive,perfective
gə̀-ðiɲ-ɛ̀,g,itive,dependent
g-à-ðiɲ-ɛ̀,g,itive,perfective
g-á-ðiɲ-ɔ̀,g,itive,imperfective
g-á-ðiɲ-ɔ́,g,ventive,imperfective
t̪ə̀-ðiɲ-ɔ̀,t̪,ventive,dependent
t̪ə̀-ðiɲ-ɔ́,t̪,ventive,perfective
t̪ə̀-ðiɲ-ɛ̀,t̪,itive,dependent
t̪-à-ðiɲ-ɛ̀,t̪,itive,perfective
t̪-á-ðiɲ-ɔ̀,t̪,itive,imperfective
t̪-á-ðiɲ-ɔ́,t̪,ventive,imperfective
ud-á,unmarked,ventive,imperative
ud-ó,unmarked,itive,imperative
r-ud-à,r,ventive,dependent
r-ud-ó,r,ventive,perfective
r-ud-ì,r,itive,dependent
r-à-ud-ì,r,itive,perfective
r-á-ud-à,r,itive,imperfective
r-á-ud-ó,r,ventive,imperfective
l-ud-à,l,ventive,dependent
l-ud-ó,l,ventive,perfective
l-ud-ì,l,itive,dependent
l-à-ud-ì,l,itive,perfective
l-á-ud-à,l,itive,imperfective
l-á-ud-ó,l,ventive,imperfective
ŋ-ud-à,ŋ,ventive,dependent
ŋ-ud-ó,ŋ,ventive,perfective
ŋ-ud-ì,ŋ,itive,dependent
ŋ-à-ud-ì,ŋ,itive,perfective
ŋ-á-ud-à,ŋ,itive,imperfective
ŋ-á-ud-ó,ŋ,ventive,imperfective
ɲ-ud-à,ɲ,ventive,dependent
ɲ-ud-ó,ɲ,ventive,perfective
ɲ-ud-ì,ɲ,itive,dependent
ɲ-à-ud-ì,ɲ,itive,perfective
ɲ-á-ud-à,ɲ,itive,imperfective
ɲ-á-ud-ó,ɲ,ventive,imperfective
n-ud-à,n,ventive,dependent
n-ud-ó,n,ventive,perfective
n-ud-ì,n,itive,dependent
n-à-ud-ì,n,itive,perfective
n-á-ud-à,n,itive,imperfective
n-á-ud-ó,n,ventive,imperfective
j-ud-à,j,ventive,dependent
j-ud-ó,j,ventive,perfective
j-ud-ì,j,itive,dependent
j-à-ud-ì,j,itive,perfective
j-á-ud-à,j,itive,imperfective
j-á-ud-ó,j,ventive,imperfective
ð-ud-à,ð,ventive,dependent
ð-ud-á,ð,unmarked,infinitive
ð-ud-ó,ð,ventive,perfective
ð-ud-ì,ð,itive,dependent
ð-à-ud-ì,ð,itive,perfective
ð-á-ud-à,ð,itive,imperfective
ð-á-ud-ó,ð,ventive,imperfective
g-ud-à,g,ventive,dependent
g-ud-ó,g,ventive,perfective
g-ud-ì,g,itive,dependent
g-à-ud-ì,g,itive,perfective
g-á-ud-à,g,itive,imperfective
g-á-ud-ó,g,ventive,imperfective
t̪-ud-à,t̪,ventive,dependent
t̪-ud-ó,t̪,ventive,perfective
t̪-ud-ì,t̪,itive,dependent
t̪-à-ud-ì,t̪,itive,perfective
t̪-á-ud-à,t̪,itive,imperfective
t̪-á-ud-ó,t̪,ventive,imperfective
iɾdɛc-ɔ́,unmarked,ventive,imperative
iɾdɛc-í,unmarked,itive,imperative
r-iɾdɛc-ɔ̀,r,ventive,dependent
r-iɾdɛc-ì,r,itive,dependent
r-iɾdɛc-í,r,ventive,perfective
r-à-iɾdɛc-ì,r,itive,perfective
r-á-iɾdɛc-ɔ̀,r,itive,imperfective
r-á-iɾdɛc-í,r,ventive,imperfective
l-iɾdɛc-ɔ̀,l,ventive,dependent
l-iɾdɛc-ì,l,itive,dependent
l-iɾdɛc-í,l,ventive,perfective
l-à-iɾdɛc-ì,l,itive,perfective
l-á-iɾdɛc-ɔ̀,l,itive,imperfective
l-á-iɾdɛc-í,l,ventive,imperfective
ŋ-iɾdɛc-ɔ̀,ŋ,ventive,dependent
ŋ-iɾdɛc-ì,ŋ,itive,dependent
ŋ-iɾdɛc-í,ŋ,ventive,perfective
ŋ-à-iɾdɛc-ì,ŋ,itive,perfective
ŋ-á-iɾdɛc-ɔ̀,ŋ,itive,imperfective
ŋ-á-iɾdɛc-í,ŋ,ventive,imperfective
ɲ-iɾdɛc-ɔ̀,ɲ,ventive,dependent
ɲ-iɾdɛc-ì,ɲ,itive,dependent
ɲ-iɾdɛc-í,ɲ,ventive,perfective
ɲ-à-iɾdɛc-ì,ɲ,itive,perfective
ɲ-á-iɾdɛc-ɔ̀,ɲ,itive,imperfective
ɲ-á-iɾdɛc-í,ɲ,ventive,imperfective
n-iɾdɛc-ɔ̀,n,ventive,dependent
n-iɾdɛc-ì,n,itive,dependent
n-iɾdɛc-í,n,ventive,perfective
n-à-iɾdɛc-ì,n,itive,perfective
n-á-iɾdɛc-ɔ̀,n,itive,imperfective
n-á-iɾdɛc-í,n,ventive,imperfective
j-iɾdɛc-ɔ̀,j,ventive,dependent
